Column1,Column2
قديش عدد صفحات جغرافية ميناء طرابلس الغرب؟,SELECT Pages FROM books WHERE Title = 'جغرافية ميناء طرابلس الغرب';
"بتعرف عدد صفحات كتاب "" الثقافة النفسية - العدد الحادي عشر""؟",SELECT Pages FROM books WHERE Title = 'الثقافة النفسية - العدد الحادي عشر';
"من هو الناشر لكتاب ""أطلس الخليفة أبي بكر الصديق رضي الله عنه""؟",SELECT Publisher FROM books WHERE Title = 'أطلس الخليفة أبي بكر الصديق رضي الله عنه';
"مين الكاتب تبع "" إشكالية السلطة في الفكر العربي - الإسلامي""؟",SELECT Author FROM books WHERE Title = 'إشكالية السلطة في الفكر العربي - الإسلامي';
الكتاب رومنسيات وردية لشريك حياتك شو موضوعه؟,SELECT Description FROM books WHERE Title = 'رومنسيات وردية لشريك حياتك';
"بتعرف مين كتب "" الوثائق الخاصة لـ ليلى مراد""؟",SELECT Author FROM books WHERE Title = 'الوثائق الخاصة لـ ليلى مراد';
"قديش عدد صفحات "" التسويق الإلكتروني""؟",SELECT Pages FROM books WHERE Title = 'التسويق الإلكتروني';
"من هو الناشر لكتاب ""الأجناس الأدبية""؟",SELECT Publisher FROM books WHERE Title = 'الأجناس الأدبية';
"مين الكاتب تبع "" رياضيات التأمين على الحياة""؟",SELECT Author FROM books WHERE Title = 'رياضيات التأمين على الحياة';
"سعر "" الجمع بين الصحيحين"" قديش؟",SELECT Price FROM books WHERE Title = 'الجمع بين الصحيحين';
تحت أي فئة فرعية بيجي كتاب الصراع على الشام؛ في عصر الأيوبيين والمماليك تحديات الهوية وانقلابية التاريخ؟,SELECT Subcategory FROM books WHERE Title = 'الصراع على الشام؛ في عصر الأيوبيين والمماليك تحديات الهوية وانقلابية التاريخ';
"شو سعر كتاب "" الثناء في القرآن الكريم""؟",SELECT Price FROM books WHERE Title = 'الثناء في القرآن الكريم';
قديش حق أعراف وتقاليد حكام اليمن في العصر الإسلامي؟,SELECT Price FROM books WHERE Title = 'أعراف وتقاليد حكام اليمن في العصر الإسلامي';
شو الفئة الفرعية تبعت صناعة الطفل الواثق.. فنون ومهارات؟,SELECT Subcategory FROM books WHERE Title = 'صناعة الطفل الواثق.. فنون ومهارات';
"بتعرف مين كتب "" إسلامية المعرفة - العدد 52""؟",SELECT Author FROM books WHERE Title = 'إسلامية المعرفة - العدد 52';
"كم يبلغ عدد صفحات كتاب ""صناعة المخطوطات في نجد""؟",SELECT Pages FROM books WHERE Title = 'صناعة المخطوطات في نجد';
"قديش ثمن "" الفن عبر التاريخ""؟",SELECT Price FROM books WHERE Title = 'الفن عبر التاريخ';
"مين اللي كاتب كتاب "" الفهرست - العددان التاسع والعشرون والثلاثون""؟",SELECT Author FROM books WHERE Title = 'الفهرست - العددان التاسع والعشرون والثلاثون';
التصنيف تبع كتاب أحلم بأن أكون طبيباً شو؟,SELECT Category FROM books WHERE Title = 'أحلم بأن أكون طبيباً';
"من هو مؤلف كتاب ""قيم الأطفال في قراءاتهم""؟",SELECT Author FROM books WHERE Title = 'قيم الأطفال في قراءاتهم';
"قديش عدد صفحات "" كتاب النظافة""؟",SELECT Pages FROM books WHERE Title = 'كتاب النظافة';
شو عنوان الكتاب والمؤلف للكتب التي نشرها مركز تكوين للدراسات والأبحاث؟,"SELECT Title, Author FROM books WHERE Publisher = 'مركز تكوين للدراسات والأبحاث';"
"سعر "" كيف أصبحتُ غبيّاً"" قديش؟",SELECT Price FROM books WHERE Title = 'كيف أصبحتُ غبيّاً';
"قديش ثمن "" أحاديث حول الإخراج السينمائي""؟",SELECT Price FROM books WHERE Title = 'أحاديث حول الإخراج السينمائي';
بدي كتاب في تصنيف الاقتصاد والأعمال وسعره أقل من 29,SELECT * FROM books WHERE Category = 'الاقتصاد والأعمال' AND Price < 29
"شو سعر كتاب ""المادية والمذهب النقدي التجريبي""؟",SELECT Price FROM books WHERE Title = 'المادية والمذهب النقدي التجريبي';
مين ألّف كتاب النفس الأمارة بالارتقاء؟,SELECT Author FROM books WHERE Title = 'النفس الأمارة بالارتقاء';
"مين الكاتب تبع "" الفيزياء والفلسفة""؟",SELECT Author FROM books WHERE Title = 'الفيزياء والفلسفة';
"قديش عدد صفحات "" نصوص معاصرة - مجلة فصلية تعني بالفكر الديني المعاصر - العدد الثاني عشر""؟",SELECT Pages FROM books WHERE Title = 'نصوص معاصرة - مجلة فصلية تعني بالفكر الديني المعاصر - العدد الثاني عشر';
"ما هو سعر كتاب ""تاج الأدب في مدائح مليك العرب""؟",SELECT Price FROM books WHERE Title = 'تاج الأدب في مدائح مليك العرب';
"قديش عدد صفحات "" صفات عباد الرحمن في آيات من القرآن""؟",SELECT Pages FROM books WHERE Title = 'صفات عباد الرحمن في آيات من القرآن';
"شو سعر كتاب "" أخبار أهل الرسوخ في الفقه والتحديث بمقدار المنسوخ من الحديث""؟",SELECT Price FROM books WHERE Title = 'أخبار أهل الرسوخ في الفقه والتحديث بمقدار المنسوخ من الحديث';
"مين الكاتب تبع "" العملات الإفتراضية المشفرة""؟",SELECT Author FROM books WHERE Title = 'العملات الإفتراضية المشفرة';
"ما هو سعر كتاب ""عبادة الجنس شرح لأصل أديان عبادة القضيب""؟",SELECT Price FROM books WHERE Title = 'عبادة الجنس شرح لأصل أديان عبادة القضيب';
"سعر "" راهنية الدولة القومية"" قديش؟",SELECT Price FROM books WHERE Title = 'راهنية الدولة القومية';
"مين اللي كاتب كتاب "" مكتبة الطالب العلمية في الفيزياء - القوى - الإتزان - الموجات""؟",SELECT Author FROM books WHERE Title = 'مكتبة الطالب العلمية في الفيزياء - القوى - الإتزان - الموجات';
شو الكتب الموجودة تحت القسم الفرعي 'التصوير'؟,SELECT * FROM books WHERE Subcategory = 'التصوير';
"سعر "" خطوات دراسات الجدوى الإقتصادية"" قديش؟",SELECT Price FROM books WHERE Title = 'خطوات دراسات الجدوى الإقتصادية';
"بتعرف مين كتب "" 1000 سؤال في فروع الدين""؟",SELECT Author FROM books WHERE Title = '1000 سؤال في فروع الدين';
"قديش عدد صفحات "" فن الإخراج الصحفي""؟",SELECT Pages FROM books WHERE Title = 'فن الإخراج الصحفي';
بدي كتب من منشورات الاختلاف ضمن الفلسفة,SELECT * FROM books WHERE Publisher = 'منشورات الاختلاف' AND Category = 'الفلسفة'
فيه كتب من نشر  مركز القطان للبحث والتطوير التربوي؟,SELECT Title FROM books WHERE Publisher = 'مركز القطان للبحث والتطوير التربوي';
تحت أي فئة فرعية بيجي كتاب تاريخ العرب القديم؟,SELECT Subcategory FROM books WHERE Title = 'تاريخ العرب القديم';
"بتعرف مين كتب "" أساسيات نظم المعلومات المحاسبية وتكنولوجيا المعلومات""؟",SELECT Author FROM books WHERE Title = 'أساسيات نظم المعلومات المحاسبية وتكنولوجيا المعلومات';
"بتعرف عدد صفحات كتاب "" REVIT 2014""؟",SELECT Pages FROM books WHERE Title = 'REVIT 2014';
"قديش ثمن "" الإعلام التربوي في ظل ثورة تكنولوجيا المعلومات والاتصالات""؟",SELECT Price FROM books WHERE Title = 'الإعلام التربوي في ظل ثورة تكنولوجيا المعلومات والاتصالات';
"ما هو سعر كتاب ""القط مشاكس""؟",SELECT Price FROM books WHERE Title = 'القط مشاكس';
"قديش عدد صفحات "" التقنيات الفكرية في التصميم الداخلي""؟",SELECT Pages FROM books WHERE Title = 'التقنيات الفكرية في التصميم الداخلي';
"قديش عدد صفحات "" الإنسان من التراب إلى التراب""؟",SELECT Pages FROM books WHERE Title = 'الإنسان من التراب إلى التراب';
"مين اللي كاتب كتاب "" المعونة على مذهب عالم المدينة 1-2""؟",SELECT Author FROM books WHERE Title = 'المعونة على مذهب عالم المدينة 1-2';
"من هو مؤلف كتاب ""الزواج والجنس""؟",SELECT Author FROM books WHERE Title = 'الزواج والجنس';
في عندك كتب عن الدراسات الجغرافية؟,SELECT * FROM books WHERE Subcategory LIKE '%الدراسات الجغرافية%'
"قديش ثمن "" مبادئ التربية الرياضية""؟",SELECT Price FROM books WHERE Title = 'مبادئ التربية الرياضية';
"سعر "" التوحيد والشرك في القرآن الكريم"" قديش؟",SELECT Price FROM books WHERE Title = 'التوحيد والشرك في القرآن الكريم';
"مين الكاتب تبع "" حبيس العشق في القمقم، دائما نعود إليها""؟","SELECT Author FROM books WHERE Title = 'حبيس العشق في القمقم، دائما نعود إليها';"
"قديش عدد صفحات "" اقتصادنا؛ تلخيص وتوضيح""؟",SELECT Pages FROM books WHERE Title = 'اقتصادنا؛ تلخيص وتوضيح';
"مين الكاتب تبع "" أبو عبيدة الخزرجى وجهوده في مجادلة النصارى بالاندلس""؟",SELECT Author FROM books WHERE Title = 'أبو عبيدة الخزرجى وجهوده في مجادلة النصارى بالاندلس';
